session,is_bot,prolific_id,id_in_session,idx,round_number,multiplier,disclose,contribution,rt1,rt2,reward,payoff,total,individual_share,opp_multiplier,opp_disclose,opp_p_disclose,opp_contribution,opp_payoff,total_contribution
05n6pzav,0,609e5ee2411558f6ee4cc7d7,1,0,1,1.5,0,2,4139,6368,17.0,17.0,17.0,9.0,1.5,0,0.5,10,9.0,18.0
05n6pzav,0,5ff4cd8b8fd71dc5b3de5c02,2,1,1,1.5,0,10,10549,8106,18.0,18.0,18.0,18.0,2.5,1,0.5,8,18.0,35.0
05n6pzav,0,60f9ef0a97afea0f13bd809d,3,2,1,2.5,1,3,36403,19197,16.0,16.0,16.0,11.0,1.5,0,0.5,10,11.0,22.5
05n6pzav,0,5e62ca4538141f030869529f,4,3,1,2.5,0,10,13562,34285,20.0,20.0,20.0,20.0,1.5,0,0.5,10,20.0,40.0
05n6pzav,1,5ee8c311b90cb31db14a10b4,5,4,1,1.5,0,5,10611,11560,9.0,9.0,9.0,4.0,1.5,1,0.5,0,12.0,7.5
05n6pzav,0,612cb8236aa1cef2599e6f59,6,5,1,1.5,1,2,20801,25558,14.0,14.0,14.0,8.0,1.5,1,0.5,8,8.0,15.0
05n6pzav,0,60fd8c01d1183773522bfc3f,7,6,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,1,6133c695f3c1469136aad4ce,8,7,1,2.5,0,2,27007,18702,23.0,23.0,23.0,15.0,2.5,0,0.5,10,15.0,30.0
05n6pzav,0,614ee8ddba7641d7696ab82a,9,8,1,2.5,0,3,15504,10921,11.0,11.0,11.0,4.0,1.5,0,0.5,0,14.0,7.5
05n6pzav,0,60c1c8ade4bb1ec24514a4d5,10,9,1,1.5,1,4,9942,10895,13.0,13.0,13.0,9.0,1.5,1,0.5,8,9.0,18.0
05n6pzav,0,60a3a03bc01ba594c9cca88d,11,10,1,1.5,0,6,20890,13047,21.0,21.0,21.0,17.0,2.5,0,0.5,10,17.0,34.0
05n6pzav,0,613a469755c08ab3b9d682ad,12,11,1,1.5,1,8,19153,14687,12.0,12.0,12.0,12.0,1.5,1,0.5,8,12.0,24.0
05n6pzav,0,5ee83da8817af0000d47448f,13,12,1,1.5,1,8,5227,9373,14.0,14.0,14.0,14.0,1.5,0,0.5,10,14.0,27.0
05n6pzav,1,,14,13,1,2.5,1,6,2497,1576,10.0,10.0,10.0,8.0,1.5,0,0.5,0,18.0,15.0
05n6pzav,0,60ccccf5a380248788242a16,15,14,1,2.5,0,5,10522,6336,19.0,19.0,19.0,14.0,1.5,0,0.5,10,14.0,27.5
05n6pzav,0,5aecfb0d287a6800017af871,16,15,1,1.5,0,10,15678,11063,8.0,8.0,8.0,8.0,1.5,1,0.5,0,16.0,15.0
05n6pzav,0,6030119a4403b3e1f92a756a,17,16,1,2.5,0,5,18062,8752,11.0,11.0,11.0,6.0,1.5,0,0.5,0,16.0,12.5
05n6pzav,0,605bb96c5facde74270615aa,18,17,1,2.5,0,5,15067,14007,24.0,24.0,24.0,19.0,2.5,0,0.5,10,19.0,37.5
05n6pzav,0,613a515fcb9dcdc6035dd024,19,18,1,1.5,0,5,19100,21483,19.0,19.0,19.0,14.0,2.5,1,0.5,8,14.0,27.5
05n6pzav,0,5f13bb62ed1d353d38bbb414,20,19,1,2.5,0,1,13068,9772,20.0,20.0,20.0,11.0,2.5,1,0.5,8,11.0,22.5
05n6pzav,0,5e74d896cd742b028fffbb32,21,20,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,60ecc313c2eeb77fe88d5b7e,22,21,1,1.5,0,8,17909,24351,18.0,18.0,18.0,16.0,2.5,1,0.5,8,16.0,32.0
05n6pzav,0,606232f3f1bd7d23429aaf21,23,22,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,6166c3bf37325d7674746dcd,24,23,1,1.5,1,8,12137,13105,16.0,16.0,16.0,16.0,2.5,1,0.5,8,16.0,32.0
05n6pzav,0,61436549598e3a39b22614a5,25,24,1,2.5,0,4,20239,5907,17.0,17.0,17.0,11.0,1.5,1,0.5,8,11.0,22.0
05n6pzav,0,5f58c7ea83941b059cfb928c,26,25,1,1.5,0,6,17793,9842,8.0,8.0,8.0,4.0,1.5,0,0.5,0,14.0,9.0
05n6pzav,0,5fe65dfe2fcdc943f732a3dd,27,26,1,2.5,0,7,14046,15046,18.0,18.0,18.0,15.0,1.5,1,0.5,8,15.0,29.5
05n6pzav,0,612fa292299eb78f1bc9a082,28,27,1,2.5,1,4,12184,12051,22.0,22.0,22.0,18.0,2.5,0,0.5,10,18.0,35.0
05n6pzav,0,602ac8d7775c5517029d126a,29,28,1,2.5,0,3,22053,43725,18.0,18.0,18.0,11.0,1.5,0,0.5,10,11.0,22.5
05n6pzav,0,,30,29,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,31,30,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,32,31,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,33,32,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,34,33,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,35,34,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,36,35,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,37,36,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,38,37,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,39,38,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,40,39,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,41,40,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,42,41,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,43,42,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,44,43,1,1.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
05n6pzav,0,,45,44,1,2.5,,-1,-1,-1,-1.0,0.0,0.0,-1.0,-1.0,,-1.0,-1,-1.0,-1.0
